CustomerID,prob_churn,churn_real,rank_risco
3392710,0.7916,0,196
3213738,0.7914,1,197
3237422,0.7912,1,198
3323402,0.7912,0,199
3207050,0.7912,0,200
3086698,0.7908,0,201
3006194,0.7903,1,202
3393490,0.7901,0,203
3297698,0.7895,0,204
3249158,0.789,0,205
3067130,0.789,1,206
3221274,0.7883,0,207
3087138,0.7882,0,208
3303010,0.7881,1,209
3028066,0.788,0,210
3319958,0.7876,1,211
3216342,0.7874,0,212
3224922,0.7872,1,213
3312430,0.7868,1,214
3007326,0.7858,1,215
3182670,0.7857,1,216
3026802,0.7857,1,217
3007798,0.7857,0,218
3016766,0.785,0,219
3069902,0.7849,1,220
3151854,0.7847,1,221
3013858,0.7844,0,222
3270762,0.7838,1,223
3353542,0.7836,0,224
3221386,0.7833,0,225
3235206,0.783,1,226
3280082,0.783,1,227
3257210,0.7829,1,228
3356394,0.7822,1,229
3009426,0.7817,0,230
3096094,0.7816,1,231
3052838,0.7811,0,232
3077366,0.7811,1,233
3252558,0.781,1,234
3248698,0.7808,1,235
3216114,0.7806,1,236
3225498,0.7806,1,237
3329486,0.7805,1,238
3334786,0.7801,0,239
3136418,0.7799,1,240
3180110,0.7797,0,241
3313298,0.7796,1,242
3007550,0.7789,1,243
3247370,0.7787,0,244
3272154,0.7787,1,245
3060250,0.7786,1,246
3320162,0.7786,1,247
3082578,0.7786,1,248
3050630,0.7785,1,249
3126498,0.7784,1,250
3218558,0.7784,1,251
3306262,0.7782,1,252
3238682,0.7781,1,253
3229430,0.7771,1,254
3227626,0.7765,1,255
3193402,0.7761,0,256
3235214,0.7757,1,257
3261910,0.7756,1,258
3118786,0.7752,1,259
3010022,0.7751,0,260
3133938,0.7751,1,261
3366066,0.775,1,262
3184182,0.775,0,263
3293166,0.7749,0,264
3284054,0.7747,1,265
3267406,0.7746,0,266
3323766,0.7746,1,267
3393006,0.7744,1,268
3327998,0.7742,1,269
3279358,0.7742,1,270
3272122,0.7737,0,271
3036810,0.7736,1,272
3249726,0.7735,0,273
3365026,0.7734,1,274
3057798,0.773,0,275
3332698,0.773,1,276
3315074,0.7728,0,277
3246334,0.7727,0,278
3359786,0.7727,1,279
3120338,0.7727,0,280
3234918,0.7725,1,281
3186842,0.7722,1,282
3394066,0.7721,0,283
3041718,0.7719,1,284
3013418,0.7713,1,285
3230174,0.7712,0,286
3061502,0.7712,1,287
3136962,0.7711,1,288
3068622,0.7711,1,289
3350358,0.7706,1,290
3134318,0.7704,1,291
3181030,0.7704,1,292
3308714,0.7699,1,293
3364618,0.7697,1,294
3329574,0.7695,0,295
3214042,0.7691,0,296
3113310,0.7689,1,297
3077634,0.7685,0,298
3091954,0.7681,1,299
3323846,0.7681,1,300
3243714,0.768,0,301
3233334,0.7679,1,302
3333394,0.7677,0,303
3132178,0.7669,0,304
3261794,0.7666,0,305
3212046,0.7664,1,306
3287766,0.7658,0,307
3175354,0.7658,1,308
3258958,0.7654,1,309
3222114,0.7654,1,310
3037050,0.7653,0,311
3302510,0.7648,0,312
3207382,0.7646,1,313
3232846,0.7645,1,314
3041482,0.7645,1,315
3175870,0.7643,1,316
3129850,0.7642,1,317
3143990,0.7641,1,318
3013290,0.7641,1,319
3257978,0.7641,1,320
3064510,0.7639,0,321
3274930,0.7634,0,322
3287618,0.7632,1,323
3072962,0.7632,1,324
3263078,0.7632,0,325
3244718,0.7632,1,326
3155210,0.7631,1,327
3139150,0.7623,1,328
3011182,0.7621,0,329
3328770,0.762,0,330
3106718,0.7614,0,331
3391662,0.7614,1,332
3174666,0.7613,0,333
3007634,0.7613,1,334
3332474,0.7611,1,335
3234166,0.761,1,336
3201718,0.7608,1,337
3277862,0.7608,1,338
3106434,0.7606,0,339
3178734,0.7602,1,340
3043206,0.7602,1,341
3226246,0.7602,0,342
3200638,0.7596,0,343
3005914,0.7594,0,344
3364178,0.7593,1,345
3303698,0.7592,1,346
3313710,0.7591,0,347
3027626,0.759,1,348
3250794,0.7589,1,349
3333430,0.7588,0,350
3332010,0.7588,1,351
3233542,0.7584,1,352
3063910,0.7582,0,353
3276878,0.758,1,354
3064126,0.758,1,355
3355254,0.7575,0,356
3237986,0.7575,0,357
3235274,0.7572,1,358
3225050,0.7571,1,359
3050946,0.7568,0,360
3146682,0.7567,1,361
3223722,0.7566,0,362
3283474,0.7563,0,363
3031014,0.7563,0,364
3223298,0.7558,1,365
3265262,0.7555,1,366
3000578,0.7555,1,367
3179922,0.7549,0,368
3302114,0.7545,1,369
3003006,0.7545,0,370
3182594,0.7544,0,371
3338002,0.7539,1,372
3005374,0.7538,1,373
3194518,0.7534,0,374
3230646,0.7533,0,375
3319006,0.7532,1,376
3264330,0.753,1,377
3126206,0.7528,0,378
3119906,0.7528,0,379
3344042,0.7519,1,380
3315918,0.7517,1,381
3227730,0.7516,1,382
3209646,0.7515,0,383
3377366,0.7515,1,384
3171798,0.751,0,385
3246310,0.7509,0,386
3318514,0.7509,0,387
3291634,0.7506,1,388
3304202,0.7506,0,389
3039558,0.7498,1,390
3294678,0.7497,1,391
3173418,0.7496,1,392
3232978,0.7496,1,393
3021174,0.749,1,394
3276958,0.7486,0,395
3336546,0.7483,0,396
3150846,0.7482,1,397
3176318,0.7479,0,398
3305306,0.7475,1,399
3264814,0.7474,1,400
3249986,0.7472,1,401
3261534,0.7469,0,402
3207938,0.7468,0,403
3128602,0.7467,1,404
3283762,0.7463,1,405
3193846,0.746,0,406
3237966,0.7456,0,407
3362986,0.7455,0,408
3318730,0.7455,0,409
3325030,0.7455,1,410
3283662,0.7455,1,411
3330834,0.7454,0,412
3170094,0.7453,1,413
3211162,0.7451,0,414
3241710,0.745,0,415
3333822,0.7448,0,416
3230082,0.7447,1,417
3010214,0.7438,1,418
3155962,0.7438,1,419
3131934,0.7436,0,420
3253642,0.7435,1,421
3343374,0.7432,1,422
3321082,0.7431,1,423
3393506,0.7425,0,424
3006634,0.7423,1,425
3280354,0.742,1,426
3079070,0.7419,0,427
3114418,0.7418,1,428
3332342,0.7417,0,429
3365058,0.7416,0,430
3140026,0.7415,1,431
3271966,0.7415,1,432
3180894,0.7414,0,433
3301134,0.7414,0,434
3113534,0.7413,1,435
3312370,0.7412,1,436
3348626,0.7412,1,437
3030378,0.7412,1,438
3236762,0.7411,1,439
3194190,0.741,1,440
3068586,0.741,0,441
3219042,0.7409,1,442
3115726,0.7403,0,443
3092142,0.7403,1,444
3267074,0.7402,1,445
3026894,0.7401,1,446
3238970,0.7399,0,447
3109226,0.7397,1,448
3233354,0.7397,1,449
3123958,0.7396,1,450
3364778,0.7396,0,451
3314698,0.7396,0,452
3148866,0.7393,1,453
3287226,0.7392,0,454
3319494,0.739,0,455
3196346,0.739,0,456
3224570,0.7389,1,457
3395230,0.7382,0,458
3225746,0.7378,0,459
3267926,0.7378,1,460
3148034,0.7375,0,461
3235838,0.7374,0,462
3216658,0.7371,1,463
3009522,0.737,0,464
3361638,0.7369,1,465
3121550,0.7363,0,466
3309594,0.7362,0,467
3150862,0.7362,0,468
3114042,0.7361,0,469
3172118,0.7358,1,470
3227942,0.7357,0,471
3196878,0.7356,0,472
3075774,0.7352,1,473
3259190,0.7352,1,474
3223466,0.7352,1,475
3273070,0.7352,1,476
3066378,0.7348,0,477
3394390,0.7348,0,478
3162738,0.7347,0,479
3367006,0.7346,1,480
3220338,0.7345,0,481
3224086,0.7345,0,482
3268574,0.7344,1,483
3210218,0.7344,0,484
3145270,0.7343,1,485
3156842,0.7341,1,486
3258614,0.7341,1,487
3092714,0.7334,0,488
3057154,0.7333,1,489
3289366,0.733,0,490
3120746,0.7329,0,491
3016598,0.7328,1,492
3366390,0.7328,0,493
3306626,0.7328,0,494
3214966,0.7327,1,495
3047318,0.7327,0,496
3147194,0.7323,1,497
3302806,0.7322,0,498
3248874,0.7313,0,499
3362858,0.7312,1,500
3074910,0.7312,0,501
3147706,0.7309,1,502
3039206,0.7305,1,503
3009286,0.7302,1,504
3141086,0.7296,1,505
3120478,0.7296,1,506
3288398,0.7291,1,507
3222790,0.7289,1,508
3392050,0.7288,0,509
3319786,0.7288,0,510
3164566,0.7288,0,511
3302166,0.7287,1,512
3214658,0.7285,0,513
3346962,0.7285,0,514
3229194,0.7283,0,515
3202794,0.7282,1,516
3197374,0.7279,1,517
3355454,0.7279,0,518
3092146,0.7278,0,519
3220666,0.7275,0,520
3276066,0.7273,1,521
3079530,0.7273,0,522
3314426,0.7272,1,523
3250042,0.7271,0,524
3044690,0.7268,1,525
3366758,0.7267,0,526
3094118,0.7265,1,527
3089318,0.7265,0,528
3164186,0.7263,0,529
3305334,0.7261,1,530
3123246,0.7261,1,531
3323018,0.7261,0,532
3301074,0.7261,1,533
3365554,0.726,0,534
3199162,0.726,1,535
3262642,0.7257,1,536
3253746,0.7256,1,537
3097222,0.7256,1,538
3271514,0.7255,1,539
3357302,0.7254,0,540
3009666,0.7253,0,541
3276130,0.7251,1,542
3245750,0.725,0,543
3088114,0.7244,1,544
3229594,0.7244,1,545
3138934,0.7243,0,546
3302954,0.7241,1,547
3317982,0.7241,0,548
3238022,0.724,1,549
3328142,0.7239,1,550
3314206,0.7238,0,551
3251202,0.7235,0,552
3196350,0.7235,0,553
3234994,0.7233,1,554
3120134,0.7231,1,555
3291082,0.723,0,556
3333170,0.7226,0,557
3316234,0.7226,1,558
3342998,0.7224,0,559
3226510,0.7224,1,560
3228646,0.7224,1,561
3135314,0.722,0,562
3283702,0.7217,0,563
3086338,0.7216,1,564
3228122,0.7215,0,565
3020746,0.7214,0,566
3262614,0.721,0,567
3160170,0.7208,1,568
3175806,0.7207,0,569
3116698,0.7205,1,570
3099470,0.7205,0,571
3257502,0.7204,1,572
3009430,0.7199,1,573
3012138,0.7198,0,574
3069670,0.7197,1,575
3341630,0.7196,1,576
3066062,0.7195,0,577
3192534,0.7195,1,578
3290658,0.7194,1,579
3338786,0.7194,1,580
3194834,0.7193,1,581
3365442,0.7192,1,582
3075250,0.7191,1,583
3219746,0.719,1,584
3300014,0.7189,1,585
3146754,0.7189,1,586
3310914,0.7185,1,587
3227866,0.7183,0,588
3102502,0.7183,0,589
3346866,0.7182,0,590
3394306,0.718,1,591
3120066,0.718,0,592
3250458,0.7179,1,593
3109302,0.7178,0,594
3393094,0.7177,0,595
3188406,0.7177,1,596
3351894,0.7173,1,597
3148514,0.7173,1,598
3136338,0.7172,0,599
3057762,0.7172,1,600
3299650,0.717,1,601
3062854,0.7169,0,602
3097262,0.7167,1,603
3176478,0.7167,0,604
3396950,0.7166,0,605
3182450,0.7165,0,606
3319602,0.7165,1,607
3274570,0.7164,1,608
3226854,0.716,1,609
3388810,0.716,1,610
3053130,0.716,1,611
3111818,0.7158,1,612
3226002,0.7157,0,613
3053902,0.7156,1,614
3050014,0.7155,0,615
3050974,0.7155,1,616
3245994,0.7152,1,617
3191778,0.7151,1,618
3180750,0.715,1,619
3334162,0.7149,1,620
3196006,0.7149,0,621
3196398,0.7147,1,622
3243542,0.7147,1,623
3282182,0.7145,1,624
3366414,0.7145,1,625
3276514,0.7143,0,626
3229314,0.7143,1,627
3267866,0.7142,1,628
3228954,0.7141,1,629
3082078,0.7141,1,630
3129478,0.7138,0,631
3092066,0.7138,1,632
3111850,0.7137,0,633
3293674,0.7136,0,634
3215142,0.7136,1,635
3328578,0.7134,1,636
3170406,0.7133,1,637
3308406,0.7131,1,638
3010394,0.7131,1,639
3012282,0.7131,1,640
3280054,0.7131,0,641
3211342,0.713,1,642
3311970,0.7127,0,643
3022714,0.7125,1,644
3085650,0.712,0,645
3324590,0.7118,1,646
3101070,0.7117,0,647
3251446,0.7116,0,648
3123962,0.7115,0,649
3268118,0.7114,0,650
3179058,0.7114,1,651
3329438,0.7114,1,652
3110658,0.7114,0,653
3335790,0.711,1,654
3325586,0.7109,1,655
3083426,0.7108,1,656
3314674,0.7106,1,657
3394570,0.7105,1,658
3035550,0.7105,0,659
3355558,0.7105,0,660
3147470,0.7103,1,661
3367810,0.7102,1,662
3269310,0.7102,0,663
3209974,0.7102,1,664
3093930,0.7102,0,665
3038710,0.7101,1,666
3398886,0.7099,0,667
3109730,0.7099,1,668
3393854,0.7095,0,669
3315134,0.7095,1,670
3057542,0.7093,1,671
3124342,0.7092,1,672
3329798,0.7091,0,673
3237354,0.7091,0,674
3296318,0.7091,1,675
3304554,0.7091,0,676
3171018,0.709,1,677
3088118,0.709,0,678
3198638,0.7089,1,679
3166210,0.7089,1,680
3256786,0.7087,0,681
3223198,0.7086,1,682
3028954,0.7085,0,683
3209810,0.7085,0,684
3095146,0.7085,0,685
3277822,0.7077,1,686
3294182,0.7077,1,687
3023650,0.7076,0,688
3366394,0.7075,0,689
3387862,0.7073,1,690
3193234,0.7073,0,691
3347678,0.7072,0,692
3332502,0.707,0,693
3219314,0.7069,1,694
3311210,0.7069,0,695
3054450,0.7069,1,696
3267890,0.7068,1,697
3235566,0.7068,0,698
3044934,0.7066,0,699
3394010,0.7064,1,700
3046486,0.7064,0,701
3238122,0.7063,1,702
3174222,0.7063,1,703
3204962,0.7062,0,704
3317086,0.7061,1,705
3391546,0.7061,0,706
3220538,0.7057,1,707
3361394,0.7056,1,708
3157458,0.7055,0,709
3253234,0.7054,1,710
3037594,0.7054,0,711
3267526,0.7054,0,712
3321706,0.7052,0,713
3338730,0.7051,1,714
3001434,0.7045,0,715
3278770,0.7045,1,716
3053662,0.7044,0,717
3170626,0.7043,0,718
3259674,0.7042,0,719
3239390,0.704,0,720
3229606,0.7037,0,721
3214902,0.7036,1,722
3328298,0.7035,1,723
3136514,0.7032,0,724
3182074,0.703,0,725
3324558,0.703,1,726
3038586,0.703,0,727
3263242,0.703,1,728
3352314,0.7029,1,729
3264506,0.7028,1,730
3054186,0.7026,1,731
3226782,0.7022,1,732
3232998,0.7022,1,733
3238294,0.7022,1,734
3121962,0.7022,0,735
3359466,0.702,0,736
3246714,0.7019,1,737
3187790,0.7016,0,738
3060346,0.7014,0,739
3122646,0.7012,0,740
3045274,0.7012,0,741
3230482,0.701,1,742
3039902,0.7009,1,743
3230730,0.7009,0,744
3335458,0.7006,0,745
3308642,0.7006,1,746
3235026,0.7005,0,747
3249138,0.7004,0,748
3234498,0.7004,0,749
3274250,0.7003,1,750
3063846,0.7003,0,751
3224354,0.7002,1,752
3182542,0.7002,1,753
3216002,0.7001,1,754
3140658,0.6999,0,755
3156434,0.6999,0,756
3344106,0.6998,0,757
3070966,0.6998,0,758
3182166,0.6996,0,759
3303938,0.6996,1,760
3107954,0.6994,0,761
3175586,0.6994,1,762
3137886,0.6993,1,763
3161106,0.6992,0,764
3141022,0.6992,1,765
3069550,0.6992,1,766
3221434,0.6991,0,767
3227754,0.6987,0,768
3206342,0.6986,0,769
3075518,0.6984,0,770
3083558,0.6984,1,771
3272410,0.6981,0,772
3012014,0.698,1,773
3109350,0.6979,0,774
3390710,0.6979,0,775
3026754,0.6979,0,776
3193522,0.6977,1,777
3033714,0.6977,1,778
3187550,0.6977,1,779
3314542,0.6977,1,780
3250950,0.6976,1,781
3119446,0.6976,1,782
3321146,0.6974,0,783
3362766,0.6974,0,784
3392614,0.6973,0,785
3289798,0.6973,0,786
3270150,0.6972,0,787
3052378,0.6972,0,788
3024298,0.6969,1,789
3035586,0.6968,0,790
3284278,0.6967,1,791
3093434,0.6966,1,792
3303350,0.6966,1,793
3219302,0.6965,0,794
3020990,0.6965,1,795
3084006,0.6964,0,796
3219742,0.6959,0,797
3155918,0.6959,1,798
3300158,0.6958,1,799
3133494,0.6957,1,800
3083542,0.6956,0,801
3213310,0.6956,1,802
3223526,0.6953,0,803
3260198,0.6953,1,804
3032706,0.6953,1,805
3094018,0.6953,0,806
3336658,0.6952,1,807
3084622,0.6952,1,808
3165922,0.6948,1,809
3292842,0.6947,1,810
3352738,0.6945,0,811
3088902,0.6944,0,812
3361782,0.6943,0,813
3305090,0.6943,1,814
3349814,0.6943,0,815
3271482,0.6942,1,816
3230370,0.6941,0,817
3366286,0.6941,0,818
3149398,0.6941,0,819
3231306,0.6938,0,820
3132686,0.6937,1,821
3204938,0.6936,0,822
3210498,0.6936,1,823
3313086,0.6936,0,824
3302610,0.6935,1,825
3392618,0.6934,0,826
3041310,0.6934,0,827
3027622,0.6933,0,828
3173302,0.6932,0,829
3359266,0.6932,0,830
3234878,0.6931,0,831
3317686,0.693,0,832
3018874,0.693,0,833
3143306,0.6929,1,834
3258298,0.6928,1,835
3311010,0.6928,0,836
3241366,0.6924,1,837
3353522,0.6923,1,838
3217026,0.6921,0,839
3358642,0.692,1,840
3177626,0.692,0,841
3098742,0.6916,1,842
3291218,0.6915,0,843
3319530,0.6914,0,844
3180446,0.6914,1,845
3028442,0.6912,0,846
3324182,0.6912,0,847
3234454,0.6911,0,848
3211302,0.691,1,849
3343934,0.6909,1,850
3263830,0.6909,1,851
3240002,0.6907,0,852
3116846,0.6906,1,853
3183650,0.6906,0,854
3015842,0.6906,1,855
3141722,0.6905,0,856
3309826,0.6904,0,857
3312094,0.6903,1,858
3192138,0.6902,1,859
3223754,0.69,1,860
3045254,0.69,0,861
3330198,0.6899,0,862
3095354,0.6896,0,863
3178070,0.6894,1,864
3319278,0.6894,0,865
3352930,0.6894,0,866
3219318,0.6893,1,867
3302038,0.6893,0,868
3062498,0.6889,1,869
3067170,0.6889,1,870
3151426,0.6888,1,871
3114266,0.6888,0,872
3213514,0.6887,0,873
3247050,0.6887,0,874
3051562,0.6887,0,875
3312614,0.6886,0,876
3174114,0.6884,0,877
3355914,0.6883,1,878
3219886,0.6883,1,879
3139298,0.6881,0,880
3319326,0.688,0,881
3335910,0.688,1,882
3248182,0.688,1,883
3037002,0.6879,0,884
3119962,0.6879,1,885
3357766,0.6875,0,886
3178122,0.6875,1,887
3316454,0.6874,0,888
3113118,0.6874,1,889
3256726,0.687,0,890
3031670,0.687,1,891
3213678,0.687,0,892
3119338,0.6867,1,893
3230618,0.6867,1,894
3067926,0.6865,1,895
3174434,0.686,1,896
3207254,0.6859,1,897
3060466,0.6858,0,898
3229922,0.6858,1,899
3014098,0.6857,0,900
3137942,0.6856,1,901
3231654,0.6856,0,902
3017674,0.6854,0,903
3349658,0.6853,1,904
3028830,0.6852,0,905
3062294,0.6852,1,906
3247986,0.6851,1,907
3236310,0.6851,0,908
3095626,0.685,1,909
3225990,0.685,0,910
3268550,0.6849,0,911
3105606,0.6847,0,912
3129194,0.6847,0,913
3324762,0.6846,1,914
3105102,0.6846,0,915
3214890,0.6844,0,916
3034898,0.6843,0,917
3235810,0.6842,0,918
3250714,0.6841,0,919
3282474,0.684,1,920
3236634,0.6838,0,921
3316958,0.6837,0,922
3115018,0.6837,1,923
3325634,0.6836,1,924
3151650,0.6834,1,925
3300498,0.6834,0,926
3253518,0.6833,1,927
3110578,0.6832,0,928
3140022,0.6831,1,929
3107838,0.6828,1,930
3071286,0.6827,0,931
3141774,0.6827,1,932
3020738,0.6826,0,933
3265938,0.6825,1,934
3122962,0.6824,1,935
3264170,0.6823,1,936
3068466,0.6823,0,937
3232758,0.6822,0,938
3267762,0.6822,1,939
3259742,0.6819,0,940
3352094,0.6816,1,941
3147330,0.6816,1,942
3242266,0.6815,0,943
3222046,0.6814,1,944
3013918,0.6813,0,945
3184202,0.6813,0,946
3049014,0.6812,0,947
3176678,0.681,1,948
3181578,0.681,1,949
3295198,0.6809,1,950
3056934,0.6809,1,951
3302206,0.6809,1,952
3012242,0.6806,1,953
3088746,0.6805,1,954
3214478,0.6805,1,955
3345522,0.6804,1,956
3306610,0.6803,1,957
3008954,0.6802,0,958
3343926,0.6801,0,959
3028234,0.6801,0,960
3396794,0.6799,1,961
3149730,0.6798,0,962
3294222,0.6798,0,963
3353758,0.6795,0,964
3284650,0.6795,1,965
3271102,0.6794,0,966
3026166,0.6794,1,967
3279434,0.6793,1,968
3223506,0.6793,0,969
3399946,0.6793,1,970
3394978,0.6792,1,971
3076086,0.6791,0,972
3274366,0.679,0,973
3110118,0.6788,1,974
3277334,0.6787,1,975
3149550,0.6785,0,976
3005634,0.6785,0,977
3324006,0.6785,0,978
3331754,0.6781,1,979
3175634,0.678,0,980
3319534,0.6777,1,981
3151194,0.6776,0,982
3118102,0.6776,0,983
3296462,0.6776,1,984
3243126,0.6775,1,985
3271178,0.6773,0,986
3139938,0.6773,1,987
3293926,0.6772,0,988
3333222,0.6771,0,989
3254170,0.6769,1,990
3143110,0.6769,0,991
3001838,0.6768,1,992
3174818,0.6768,0,993
3333630,0.6768,1,994
3248374,0.6767,0,995
3170134,0.6765,0,996
3159210,0.6765,1,997
3264906,0.6764,1,998
3221070,0.6763,0,999
3137882,0.6763,1,1000
3230970,0.6763,0,1001
3097982,0.6761,0,1002
3305898,0.6761,1,1003
3222810,0.6758,0,1004
3066274,0.6757,1,1005
3199010,0.6755,1,1006
3051198,0.6753,1,1007
3002638,0.6752,1,1008
3013870,0.6751,0,1009
3010354,0.6751,1,1010
3270870,0.675,0,1011
3279818,0.6749,0,1012
3234578,0.6749,0,1013
3258654,0.6748,0,1014
3277626,0.6748,1,1015
3282894,0.6748,1,1016
3241198,0.6748,1,1017
3255166,0.6746,1,1018
3292910,0.6746,1,1019
3264882,0.6745,0,1020
3209062,0.6744,1,1021
3357962,0.6744,1,1022
3222150,0.6743,0,1023
3188566,0.6743,1,1024
3117622,0.6743,1,1025
3312330,0.6742,0,1026
3110610,0.6741,1,1027
3154698,0.6741,0,1028
3241538,0.6741,1,1029
3294306,0.674,1,1030
3070438,0.674,1,1031
3010190,0.6737,0,1032
3158362,0.6736,0,1033
3006022,0.6736,0,1034
3042178,0.6736,0,1035
3135002,0.6733,0,1036
3339734,0.6733,0,1037
3396722,0.6733,1,1038
3355658,0.6732,1,1039
3230894,0.6732,1,1040
3210826,0.6731,1,1041
3336594,0.6731,1,1042
3220418,0.6731,1,1043
3396138,0.673,1,1044
3002470,0.6729,0,1045
3145702,0.6728,0,1046
3314178,0.6725,1,1047
3039146,0.6724,1,1048
3268062,0.6723,0,1049
3245102,0.6718,0,1050
3135906,0.6718,1,1051
3173334,0.6717,0,1052
3162330,0.6717,0,1053
3223462,0.6717,1,1054
3275174,0.6715,0,1055
3322130,0.671,0,1056
3227698,0.6709,1,1057
3159502,0.6708,1,1058
3123630,0.6707,0,1059
3179994,0.6707,1,1060
3058774,0.6707,1,1061
3205794,0.6707,0,1062
3078742,0.6707,1,1063
3121026,0.6707,1,1064
3000222,0.6706,1,1065
3296682,0.6703,1,1066
3279274,0.6701,0,1067
3123498,0.67,0,1068
3291458,0.67,1,1069
3360846,0.67,1,1070
3056274,0.6699,0,1071
3338114,0.6699,1,1072
3202862,0.6699,1,1073
3325806,0.6699,0,1074
3202706,0.6699,0,1075
